id,name,host_id,host_name,neighbourhood_group,neighbourhood,seattle_region,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
49044744,Rental unit in Seattle · 2 bedrooms · 2 beds · 2 baths,4463912,Trevor,Downtown,Central Business District,central,47.60514,-122.33776,Entire home/apt,135,30,0,,,1,0,0,
49177771,Townhouse in Seattle · ★5.0 · 2 bedrooms · 1 bed · 1.5 shared baths,20439734,Sarah,Ballard,Whittier Heights,north,47.6783,-122.37666,Private room,85,1,5,6/19/2022,0.38,2,0,0,
49202931,Rental unit in Seattle · ★4.0 · 1 bedroom · 2 beds · 1 bath,3074414,Melissa,University District,University District,north,47.65879,-122.31765,Entire home/apt,126,30,14,3/6/2023,0.55,118,1,11,STR-OPLI-19-002570
7.24E+17,Townhouse in Seattle · ★5.0 · 2 bedrooms · 3 beds · 1.5 baths,23832481,Grace,Delridge,North Delridge,west,47.55996,-122.3634,Entire home/apt,175,2,3,10/30/2022,0.34,1,0,3,STR-OPLI-22-001583
7.26E+17,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,Cascade,South Lake Union,central,47.6202877,-122.3407099,Entire home/apt,275,31,1,1/5/2023,0.17,398,0,1,
6.38E+17,Home in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,145720154,Chima,Rainier Valley,Mount Baker,south,47.56797,-122.2856,Private room,95,1,5,5/24/2023,0.39,15,0,3,
49818159,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,263502162,Landing,Queen Anne,Lower Queen Anne,central,47.62066,-122.35806,Entire home/apt,95,30,0,,,97,0,0,
49861972,Home in Seattle · ★4.63 · 2 bedrooms · 2 beds · 1 bath,70281924,Quang,Rainier Valley,Dunlap,south,47.52972,-122.27095,Entire home/apt,68,1,64,1/1/2023,2.51,1,0,14,STR-OPLI-21-000211
49883276,Guest suite in Seattle · ★4.78 · 1 bedroom · 1 bed · 1 bath,6171087,Becca,Central Area,Minor,central,47.60511,-122.30584,Entire home/apt,154,1,18,1/4/2023,0.72,2,34,10,STR-OPLI-22-000769
6.41E+17,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,263502162,Landing,Queen Anne,Lower Queen Anne,central,47.62468,-122.3471,Entire home/apt,99,30,0,,,97,0,0,
6.41E+17,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,263502162,Landing,Downtown,Pioneer Square,central,47.59688,-122.33079,Entire home/apt,137,30,0,,,97,0,0,
6.41E+17,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,263502162,Landing,Downtown,First Hill,central,47.61274,-122.31997,Entire home/apt,102,30,0,,,97,0,0,
7.44E+17,Guest suite in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 bath,1766221,Karina,Capitol Hill,Stevens,central,47.62395,-122.30155,Entire home/apt,167,2,16,5/17/2023,2.22,1,304,16,STR-OPLI-22-001817
18194024,Guest suite in Seattle · ★4.94 · 1 bedroom · 1 bed · 1 bath,46561545,Shawn And Ted,Other neighborhoods,South Park,south,47.52803,-122.32112,Entire home/apt,94,1,280,6/18/2023,3.74,1,169,38,STR-OPLI-20-001036
6.41E+17,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,263502162,Landing,Downtown,Pioneer Square,central,47.59702,-122.33089,Entire home/apt,135,30,0,,,97,0,0,
50148456,Condo in Seattle · ★4.98 · 1 bedroom · 1 bed · 1 bath,18116192,Ercileen,Cascade,South Lake Union,central,47.61876,-122.34715,Entire home/apt,170,2,83,6/18/2023,3.45,1,0,39,STR-OPLI-21-000432
6.41E+17,Rental unit in Seattle · Studio · 1 bed · 1 bath,263502162,Landing,Other neighborhoods,Ravenna,north,47.66323,-122.2958,Entire home/apt,88,30,0,,,97,12,0,
7.61E+17,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,263502162,Landing,Downtown,First Hill,central,47.61097,-122.32317,Entire home/apt,68,30,0,,,97,0,0,
6.41E+17,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,263502162,Landing,Downtown,Pioneer Square,central,47.59794,-122.33081,Entire home/apt,149,30,0,,,97,0,0,
50269759,Townhouse in Seattle · ★5.0 · 2 bedrooms · 2 beds · 2 baths,405884343,Mark,Ballard,Adams,north,47.67104,-122.3915,Entire home/apt,295,30,33,8/3/2022,1.54,1,0,4,STR-OPLI-21-000518
7.26E+17,Home in Seattle · 1 bedroom · 1 bed · 1 bath,481037708,Haritha,Northgate,Haller Lake,north,47.72606,-122.34173,Entire home/apt,85,90,1,11/30/2022,0.14,2,0,1,
6.41E+17,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,263502162,Landing,Beacon Hill,South Beacon Hill,south,47.53633,-122.28997,Entire home/apt,145,30,0,,,97,0,0,
50381213,Guest suite in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 bath,406988479,Adam,Beacon Hill,North Beacon Hill,south,47.57858,-122.30557,Entire home/apt,95,2,20,10/25/2022,0.86,1,0,2,STR-OPLI-21-000587
6.43E+17,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,263502162,Landing,Downtown,Pioneer Square,central,47.59685,-122.33261,Entire home/apt,147,30,0,,,97,0,0,
50614774,Guest suite in Seattle · ★4.86 · Studio · 1 bed · 1 bath,5961811,Thaddaeus,Other neighborhoods,Ravenna,north,47.67892,-122.30516,Entire home/apt,173,2,63,4/27/2023,2.75,2,0,23,STR-OPLI-21-000625
50895007,Home in Seattle · ★4.67 · 4 bedrooms · 5 beds · 4.5 baths,13100444,Mark,Central Area,Leschi,central,47.59925,-122.28882,Entire home/apt,600,30,3,6/19/2022,0.14,1,0,0,STR-OPLI-21-000628
50894767,Guest suite in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 bath,26728349,Yvonne,Rainier Valley,Brighton,south,47.54364,-122.27186,Entire home/apt,142,2,55,6/12/2023,2.3,1,0,20,STR-OPLI-20-000668
6.44E+17,Rental unit in Seattle · ★4.38 · 1 bedroom · 2 beds · 1 bath,461777855,Vivian,Capitol Hill,Broadway,central,47.6182718,-122.3241875,Entire home/apt,123,30,42,6/9/2023,3.32,4,38,40,STR-OPLI-19-002201
8.33E+17,Condo in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 bath,2028469,Brianna,Other neighborhoods,Fremont,north,47.6504257,-122.3444247,Entire home/apt,176,2,7,6/20/2023,4.2,1,14,7,STR-OPLI-23-000094
6.51E+17,Home in Seattle · ★4.67 · 1 bedroom · 1 bed · 1 private bath,104127033,Jon,Beacon Hill,North Beacon Hill,south,47.58331,-122.31683,Private room,121,3,6,12/4/2022,0.75,3,0,6,
51229962,Condo in Seattle · ★4.88 · 1 bedroom · 2 beds · 1.5 baths,98913111,Sarah,Downtown,Belltown,central,47.6182,-122.34703,Entire home/apt,174,2,69,6/12/2023,3.03,1,1,39,STR-OPLI-21-000695
7.27E+17,Home in Seattle · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,4974783,Chuti,Other neighborhoods,Wallingford,north,47.67061,-122.33368,Entire home/apt,379,2,10,2/6/2023,1.19,1,0,10,STR-OPLI-22-001470
6.54E+17,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,316918108,Cheikh,Queen Anne,North Queen Anne,central,47.65015075,-122.3758544,Entire home/apt,150,30,2,7/24/2022,0.16,1,0,2,Exempt
51462706,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,263502162,Landing,Cascade,South Lake Union,central,47.62482,-122.33388,Entire home/apt,104,30,0,,,97,0,0,
6.58E+17,Guest suite in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 bath,37708324,Chloe,Central Area,Mann,central,47.61587,-122.29898,Entire home/apt,120,2,19,5/29/2023,1.67,1,1,19,STR-OPLI-22-001091
51463455,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,263502162,Landing,Queen Anne,Lower Queen Anne,central,47.62117,-122.35953,Entire home/apt,89,30,0,,,97,0,0,
51511191,Home in Seattle · ★4.93 · 3 bedrooms · 5 beds · 2 baths,4858949,Peter,Central Area,Minor,central,47.6071,-122.3052,Entire home/apt,200,3,15,7/12/2022,0.77,2,0,4,STR-OPli-21-001093
51731698,Condo in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 bath,412922799,Megan,Queen Anne,Lower Queen Anne,central,47.62706,-122.34699,Entire home/apt,115,30,7,7/25/2022,0.34,1,0,1,STR-OPLI-21-000842
51866202,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,385520586,Sentral First Hill,Downtown,First Hill,central,47.61091,-122.32324,Entire home/apt,177,30,0,,,2,273,0,
51782673,Home in Seattle · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,57809717,Ryan,Other neighborhoods,Wallingford,north,47.67017,-122.3269,Entire home/apt,456,1,26,8/26/2022,1.21,1,0,8,STR-OPLI-21-000875
6.66E+17,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,Downtown,First Hill,central,47.6127389,-122.317689,Entire home/apt,176,31,0,,,398,0,0,
7.28E+17,Guesthouse in Seattle · ★4.97 · 1 bedroom · 2 beds · 1 bath,6669347,Peter,Northgate,Maple Leaf,north,47.69725,-122.3068,Entire home/apt,115,2,77,6/23/2023,9.47,1,1,77,STR-OPLI-22-001711
6.68E+17,Rental unit in Seattle · 2 bedrooms · 2 beds · 2 baths,263502162,Landing,Downtown,Pioneer Square,central,47.59662,-122.33362,Entire home/apt,108,30,0,,,97,0,0,
52273248,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,263502162,Landing,Capitol Hill,Broadway,central,47.61409,-122.31779,Entire home/apt,122,30,0,,,97,0,0,
7.09E+17,Rental unit in Seattle · ★3.43 · 1 bedroom · 1 bed · 1 shared bath,123468144,Wish,University District,University District,north,47.6640508,-122.3062065,Private room,94,1,7,12/13/2022,0.77,17,298,7,
8.97E+17,Rental unit in Seattle · ★New · 1 bedroom · 1 bed · 1 bath,484453762,Julia,Central Area,Mann,central,47.60213347,-122.2991011,Private room,54,1,1,6/20/2023,1,27,182,1,
6.71E+17,Rental unit in Seattle · 1 bedroom · 2 beds · 1 bath,263502162,Landing,Downtown,Pioneer Square,central,47.59676,-122.33293,Entire home/apt,136,30,0,,,97,0,0,
9909,Home in Seattle · ★4.80 · 2 bedrooms · 2 beds · 1 bath,33360,Laura,West Seattle,Fairmount Park,west,47.56612,-122.37273,Entire home/apt,209,3,82,2/6/2023,0.49,10,226,1,STR-OPLI-19-000033
7.70E+17,Condo in Seattle · 1 bedroom · 1 bed · 1 bath,50087343,May,Beacon Hill,North Beacon Hill,south,47.59215912,-122.3167014,Entire home/apt,99,30,0,,,1,0,0,
52735601,Condo in Seattle · Studio · 1 bed · 1 bath,27833938,Laura,Capitol Hill,Broadway,central,47.62203,-122.32257,Entire home/apt,120,30,1,3/31/2022,0.07,2,0,0,
6.75E+17,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,263502162,Landing,Downtown,Pioneer Square,central,47.59655,-122.33106,Entire home/apt,128,30,0,,,97,0,0,
53118764,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,Downtown,First Hill,central,47.6127389,-122.317689,Entire home/apt,194,31,1,3/14/2023,0.29,398,0,1,
53189550,Home in Seattle · ★4.78 · 3 bedrooms · 4 beds · 2 baths,14567633,Tina,Other neighborhoods,Green Lake,north,47.67456,-122.32119,Entire home/apt,150,30,9,1/10/2022,0.46,1,0,0,STR-OPLI-01-143413
53202124,Home in Seattle · ★5.0 · 2 bedrooms · 2 beds · 2 baths,4858949,Peter,Central Area,Minor,central,47.60768,-122.30381,Entire home/apt,125,3,20,6/11/2023,1.12,2,0,6,STR-OPli-21-001093
53296873,Guest suite in Seattle · 2 bedrooms · 3 beds · 1 bath,91755483,David,Northgate,Pinehurst,north,47.72242,-122.31327,Entire home/apt,88,2,0,,,3,0,0,STR-OPLI-21-000618
52675467,Townhouse in Seattle · ★4.83 · 1 bedroom · 1 bed · 1 private bath,145395136,Aditya,Other neighborhoods,Broadview,north,47.72243,-122.35705,Private room,35,30,6,2/1/2023,0.32,1,0,2,
53402998,Condo in Seattle · 1 bedroom · 1 bed · 1 bath,144464133,Jorey,Queen Anne,East Queen Anne,central,47.62977,-122.34529,Entire home/apt,282,30,0,,,1,0,0,
6.86E+17,Condo in Seattle · 1 bedroom · 2 beds · 1 bath,240057772,Homekey,Capitol Hill,Broadway,central,47.62549,-122.31738,Entire home/apt,130,1,0,,,1,0,0,STR-OPLI-22-001125
53516336,Guesthouse in Seattle · 1 bedroom · 1 bed · 1 bath,5127387,Matt,Beacon Hill,North Beacon Hill,south,47.59125,-122.31554,Entire home/apt,73,2,1,12/7/2022,0.15,1,0,1,STR-OPLI-22-000251
6.93E+17,Home in Seattle · ★4.75 · 3 bedrooms · 3 beds · 1 bath,160949668,Richard,Other neighborhoods,Greenwood,north,47.70115,-122.34719,Entire home/apt,70,1,4,4/30/2023,0.39,5,0,4,STR-OPLI-22-000309
6.96E+17,Home in Seattle · 3 bedrooms · 3 beds · 2.5 baths,48005494,Zeus,Beacon Hill,Mid-Beacon Hill,south,47.55202,-122.29595,Entire home/apt,133,30,1,9/22/2022,0.11,36,0,1,
6.96E+17,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,263502162,Landing,Beacon Hill,South Beacon Hill,south,47.53596,-122.28951,Entire home/apt,109,30,0,,,97,0,0,
54166543,Bed and breakfast in Seattle · ★4.66 · 1 bedroom · 2 beds · 1 shared bath,209142715,Ellen,Other neighborhoods,Wallingford,north,47.66649,-122.32557,Private room,78,1,32,6/9/2023,2.29,3,60,24,
6.96E+17,Rental unit in Seattle · Studio · 1 bed · 1 bath,263502162,Landing,Other neighborhoods,Ravenna,north,47.66155,-122.29428,Entire home/apt,90,30,0,,,97,0,0,
54371301,Home in Seattle · 3 bedrooms · 4 beds · 2 baths,19224556,Claudia,West Seattle,North Admiral,west,47.57215,-122.38503,Entire home/apt,250,3,2,9/19/2022,0.17,1,0,2,STR-OPLI-22-000139
5.45E+17,Townhouse in Seattle · ★4.92 · 2 bedrooms · 2 beds · 2 baths,252868523,Aimee,Other neighborhoods,Wallingford,north,47.6543,-122.33999,Entire home/apt,128,3,13,4/16/2023,0.92,1,0,7,STR-OPLI-22-000138
1696389,Condo in Seattle · ★4.80 · 3 bedrooms · 3 beds · 2 baths,8956137,William,Queen Anne,West Queen Anne,central,47.6304,-122.37041,Entire home/apt,385,30,5,11/11/2022,0.09,1,248,1,
8.95E+17,Rental unit in Seattle · ★New · 2 bedrooms · 2 beds · 1 bath,484453762,Julia,Central Area,Mann,central,47.6037631,-122.2990832,Private room,120,1,0,,,27,178,0,
7.73E+17,Boat in Seattle · 2 bedrooms · 2 beds · 1 bath,161070422,Devin,Cascade,Westlake,central,47.63596,-122.34118,Entire home/apt,109,30,2,5/27/2023,0.51,4,0,2,
5.53E+17,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,263502162,Landing,Downtown,Pioneer Square,central,47.59692,-122.33177,Entire home/apt,95,30,0,,,97,0,0,
7.01E+17,Rental unit in Seattle · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,Downtown,First Hill,central,47.6101617,-122.3240423,Entire home/apt,267,31,0,,,398,0,0,
5.56E+17,Home in Seattle · 2 bedrooms · 1 bed · 2.5 baths,97775456,Max,Rainier Valley,Columbia City,south,47.57264,-122.29911,Entire home/apt,83,30,2,6/11/2023,0.18,1,0,2,
5.58E+17,Loft in Seattle · ★4.57 · Studio · 1 bed · 1 bath,121688409,Evolve,Downtown,Central Business District,central,47.61331,-122.33039,Entire home/apt,127,3,14,10/17/2022,1.07,43,0,9,STR-OPLI-20-000109
5.61E+17,Home in Seattle · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,403552571,Topher,Other neighborhoods,Green Lake,north,47.67735,-122.32436,Private room,123,1,13,9/5/2022,0.87,1,0,7,
5.71E+17,Home in Seattle · 1 bedroom · 1 bed · 1 bath,208528873,Matthew,Other neighborhoods,Greenwood,north,47.69429,-122.35598,Entire home/apt,189,30,2,10/31/2022,0.2,1,0,2,
7.07E+17,Rental unit in Seattle · 3 bedrooms · 2 beds · 1 bath,10215408,Indra,Capitol Hill,Stevens,central,47.63141,-122.31093,Entire home/apt,150,30,0,,,1,0,0,
5.69E+17,Home in Seattle · ★5.0 · 2 bedrooms · 3 beds · 3 baths,10211989,Michelle,Queen Anne,East Queen Anne,central,47.6413,-122.35253,Entire home/apt,250,2,7,6/5/2022,0.49,1,0,0,STR-OPLI-19-002325
5.74E+17,Townhouse in Seattle · ★5.0 · 3 bedrooms · 3 beds · 2 baths,6909470,Kristin,Ballard,West Woodland,north,47.66894,-122.37388,Entire home/apt,350,3,9,8/21/2022,0.59,1,4,5,STR-OPLI-22-000319
5.73E+17,Home in Seattle · ★4.83 · 4 bedrooms · 4 beds · 2 baths,2356859,Sean,Other neighborhoods,Green Lake,north,47.6758,-122.33321,Entire home/apt,529,2,12,5/29/2023,1.42,1,0,12,STR-OPLI-22-001648
7.46E+17,Hotel in Seattle · ★4.53 · 1 bedroom · 2 beds · 1 private bath,5899487,Christine,Northgate,North College Park,north,47.69805,-122.34395,Private room,127,1,34,5/28/2023,4.25,4,0,34,Exempt
50734467,Guest suite in Seattle · ★4.59 · 1 bedroom · 1 bed · 1 bath,60704884,Victor,West Seattle,Seaview,west,47.55481,-122.38938,Entire home/apt,115,30,17,12/13/2022,0.71,2,291,1,STR-OPLI-21-000964
5.77E+17,Home in Seattle · ★4.94 · 2 bedrooms · 2 beds · 1 bath,26492836,Leah,Other neighborhoods,Wedgwood,north,47.69245,-122.28673,Entire home/apt,232,4,18,11/29/2022,1.24,1,0,16,STR-OPLI-22-000553
5.84E+17,Guest suite in Seattle · ★4.67 · 1 bedroom · 1 bed · 1 bath,25319995,Bory & Yoon,Capitol Hill,Broadway,central,47.63014,-122.31287,Entire home/apt,110,30,3,4/30/2023,0.21,2,0,2,
7.10E+17,Rental unit in Seattle · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,Ballard,West Woodland,north,47.6691993,-122.3740343,Entire home/apt,257,31,0,,,398,0,0,
5.85E+17,Home in Seattle · ★5.0 · 2 bedrooms · 3 beds · 2 baths,44877097,Matthew,Ballard,Adams,north,47.67167,-122.38612,Entire home/apt,275,2,17,2/23/2023,1.28,1,0,11,STR-OPLI-22-000587
5.88E+17,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,Beacon Hill,North Beacon Hill,south,47.5794979,-122.3005749,Entire home/apt,278,31,1,7/29/2022,0.09,398,0,1,
5.93E+17,Townhouse in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 bath,127069597,Richard,Rainier Valley,Dunlap,south,47.52461,-122.27571,Private room,38,30,3,2/28/2023,0.24,2,29,2,
6.04E+17,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,263502162,Landing,Queen Anne,Lower Queen Anne,central,47.62164,-122.3575,Entire home/apt,85,30,0,,,97,0,0,
6.04E+17,Home in Seattle · ★4.96 · 2 bedrooms · 2 beds · 2 baths,88569866,Judy,Cascade,Eastlake,central,47.64414,-122.32443,Private room,65,1,23,12/11/2022,1.82,2,0,20,
7.46E+17,Home in Seattle · 8 bedrooms · 8 beds · 2 baths,484451588,Julia,University District,University District,north,47.66319,-122.31162,Entire home/apt,204,1,1,1/22/2023,0.19,6,0,1,STR-OPLI-21-000416
6.15E+17,Rental unit in Seattle · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,Cascade,South Lake Union,central,47.618848,-122.3467506,Entire home/apt,402,31,0,,,398,0,0,
7.15E+17,Home in Seattle · ★5.0 · 1 bedroom · 2 beds · 1 bath,9250565,Joseph,Central Area,Atlantic,central,47.59284396,-122.298547,Entire home/apt,165,1,17,5/26/2023,3.78,1,0,17,STR-OPLI-22-001886
6.18E+17,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,263502162,Landing,Downtown,First Hill,central,47.61093,-122.32479,Entire home/apt,101,30,0,,,97,0,0,
6.22E+17,Home in Seattle · 2 bedrooms · 2 beds · 1.5 baths,30847377,Suparna,Queen Anne,West Queen Anne,central,47.63739,-122.36886,Entire home/apt,324,1,1,7/3/2022,0.08,2,0,1,STR-OPLI-22-000720
6.27E+17,Guest suite in Seattle · ★4.80 · 1 bedroom · 1 bed · 1 bath,3189785,Bryce,Northgate,Haller Lake,north,47.731846,-122.343163,Entire home/apt,81,1,5,4/3/2023,0.38,1,0,2,STR-OPLI-22-000840
6.31E+17,Home in Seattle · 1 bedroom · 1 bed · 1 private bath,309387078,Hung,Beacon Hill,South Beacon Hill,south,47.52761,-122.28555,Private room,62,30,1,8/15/2022,0.1,1,138,1,
7.85E+17,Condo in Seattle · 1 bedroom · 1 bed · 1 bath,376801676,Wan,Queen Anne,North Queen Anne,central,47.64779465,-122.3602472,Entire home/apt,160,2,1,4/8/2023,0.38,1,0,1,STR-OPLI-22-002026
6.33E+17,Home in Seattle · 2 bedrooms · 2 beds · 2 baths,88569866,Judy,Cascade,Eastlake,central,47.64473,-122.32469,Private room,101,28,2,1/14/2023,0.19,2,0,2,
7.86E+17,Serviced apartment in Seattle · 1 bedroom · 1 bed · 1 bath,48005494,Zeus,Downtown,First Hill,central,47.61124981,-122.3286002,Entire home/apt,71,30,1,5/26/2023,1,36,0,1,
6.33E+17,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,263502162,Landing,Cascade,South Lake Union,central,47.62503,-122.33214,Entire home/apt,93,30,2,11/5/2022,0.21,97,10,2,
8.03E+17,Home in Seattle · 1 bedroom · 1 bed · 2 shared baths,484451588,Julia,University District,University District,north,47.66283193,-122.3098784,Private room,31,1,0,,,6,0,0,
8.49E+17,Home in Seattle · 2 bedrooms · 2 beds · 1.5 baths,505735156,Zhilmil,Central Area,Leschi,central,47.59244347,-122.2973654,Entire home/apt,140,30,0,,,1,0,0,
8.04E+17,Home in Seattle · ★4.80 · 1 bedroom · 1 bed · 1 private bath,477279461,Jen,Other neighborhoods,Wallingford,north,47.66492,-122.34662,Private room,61,2,20,5/25/2023,3.92,22,11,20,
850481,Townhouse in Seattle · ★4.67 · 2 bedrooms · 2 beds · 2.5 baths,3396093,Elisa,Other neighborhoods,Greenwood,north,47.68957,-122.36296,Entire home/apt,165,30,3,12/27/2015,0.03,1,71,0,
54013196,Rental unit in Seattle · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,Cascade,South Lake Union,central,47.62258,-122.33548,Entire home/apt,193,31,0,,,398,342,0,
36111633,Boutique hotel in Seattle · ★4.77 · 1 bedroom · 2 beds · 1 private bath,270104354,The Maxwell Hotel,Queen Anne,Lower Queen Anne,central,47.62566,-122.35085,Private room,319,1,64,6/8/2023,1.46,7,361,23,Exempt
47151007,Condo in Seattle · ★4.83 · Studio · 1 bed · 1 bath,130930000,Haseeb,Capitol Hill,Broadway,central,47.61554,-122.31564,Entire home/apt,120,30,6,12/27/2022,0.2,1,0,1,
8.21E+17,Home in Seattle · 1 bedroom · 1 bed · 1 shared bath,202977182,Naomi,West Seattle,Genesee,west,47.56314432,-122.386748,Private room,45,30,1,3/18/2023,0.3,1,2,1,
8.27E+17,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,Cascade,South Lake Union,central,47.6218466,-122.3310912,Entire home/apt,177,31,0,,,398,0,0,
8.31E+17,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,263502162,Landing,Cascade,South Lake Union,central,47.6251052,-122.3318159,Entire home/apt,95,30,0,,,97,0,0,
49965423,Rental unit in Seattle · ★4.64 · 1 bedroom · 1 bed · 1 bath,3677488,Camila,Capitol Hill,Broadway,central,47.62403,-122.31976,Entire home/apt,124,2,110,6/19/2023,4.37,6,32,54,STR-OPLI-21-000065
8.57E+17,Rental unit in Seattle · 2 bedrooms · 2 beds · 3 baths,107434423,Blueground,Cascade,South Lake Union,central,47.6254177,-122.335525,Entire home/apt,424,31,0,,,398,0,0,
8.50E+17,Home in Seattle · ★4.67 · 3 bedrooms · 3 beds · 2 baths,807116,Rae,Queen Anne,West Queen Anne,central,47.63131891,-122.3696514,Entire home/apt,285,3,3,6/11/2023,3,1,3,3,STR-OPLI-21-001079
6.39E+17,Home in Seattle · ★4.38 · 3 bedrooms · 3 beds · 2 baths,104834083,Vacasa Washington,Central Area,Leschi,central,47.59186,-122.29664,Entire home/apt,282,2,9,6/19/2023,0.71,52,0,8,STR-OPLI-22-000835
8.73E+17,Home in Seattle · ★New · 3 bedrooms · 2 beds · 2 baths,18496399,Melina,Seward Park,Seward Park,south,47.55768439,-122.2728979,Entire home/apt,159,3,2,6/5/2023,2,1,0,2,STR-OPLI-23-000486
8.79E+17,Home in Seattle · ★New · 1 bedroom · 1 bed · 2 baths,477279461,Jen,Other neighborhoods,Wallingford,north,47.66210165,-122.3243006,Private room,47,2,2,5/10/2023,1.07,22,14,2,
8.92E+17,Home in Seattle · ★New · 1 bedroom · 1 bed · 2 baths,477279461,Jen,Other neighborhoods,Wallingford,north,47.66211,-122.32212,Private room,51,2,0,,,22,14,0,
365550,Loft in Seattle · ★4.75 · 1 bedroom · 1 bed · 1 private bath,1025723,Dirk & Jaq,Downtown,International District,central,47.60002,-122.32742,Private room,125,3,814,6/17/2023,5.94,2,0,36,STR-OPLI-19-000427
8.73E+17,Home in Seattle · ★New · 4 bedrooms · 4 beds · 2 baths,12795694,Pawel,Ballard,Adams,north,47.67437445,-122.3943085,Entire home/apt,180,30,0,,,1,4,0,
9.18E+17,Rental unit in Seattle · ★New · 2 bedrooms · 2 beds · 1 bath,134000664,Aida,Downtown,Pike-Market,central,47.60882139,-122.339957,Entire home/apt,103,30,0,,,1,37,0,
53080544,Vacation home in Seattle · ★4.80 · 1 bedroom · 1 bed · 1 bath,287232239,Ester,Central Area,Minor,central,47.6108,-122.31669,Entire home/apt,132,2,59,6/7/2023,2.97,1,75,29,STR-OPLI-21-001082
8.79E+17,Home in Seattle · ★4.0 · 1 bedroom · 1 bed · 2 shared baths,477279461,Jen,Other neighborhoods,Wallingford,north,47.66342565,-122.3242427,Private room,56,2,3,5/31/2023,2.81,22,13,3,
37125115,Condo in Seattle · ★4.93 · 2 bedrooms · 3 beds · 2 baths,147826931,Christopher,Downtown,First Hill,central,47.61163,-122.33085,Entire home/apt,199,4,133,6/23/2023,3.17,1,0,42,STR-OPLI-19-003485
23699817,Townhouse in Seattle · ★4.75 · 4 bedrooms · 6 beds · 3.5 baths,54812088,Seattle Vacation Home,Central Area,Mann,central,47.61946,-122.30001,Entire home/apt,612,30,65,1/27/2020,1.06,49,364,0,
51956996,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,Downtown,Pioneer Square,central,47.595969,-122.3335889,Entire home/apt,142,31,0,,,398,235,0,
37285625,Condo in Seattle · ★4.81 · Studio · 1 bed · 1 bath,280697623,Tiffany,Capitol Hill,Stevens,central,47.62017,-122.31043,Entire home/apt,108,3,90,5/26/2023,2.02,2,105,10,STR-OPLI-19-001981
6.92E+17,Townhouse in Seattle · ★5.0 · 2 bedrooms · 1 bed · 2 baths,474590755,Farren,Beacon Hill,North Beacon Hill,south,47.58543,-122.31228,Entire home/apt,148,5,4,6/12/2023,0.47,1,182,4,STR-OPLI-22-001359
5.64E+17,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,Capitol Hill,Broadway,central,47.6148399,-122.3241666,Entire home/apt,164,31,0,,,398,347,0,
