id,name,host_id,host_name,neighbourhood_group,neighbourhood,seattle_region,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
13226114,Home in Seattle · ★4.79 · 2 bedrooms · 4 beds · 2 baths,1884549,Denise & Sean,Rainier Valley,Columbia City,south,47.56555,-122.29385,Entire home/apt,240,4,24,12/1/2022,0.28,1,9,5,STR-OPLI-19-000171
12518952,Guest suite in Seattle · ★5.0 · 2 bedrooms · 6 beds · 1 bath,12677600,Joe,Other neighborhoods,Green Lake,north,47.68243,-122.33086,Entire home/apt,200,3,60,6/13/2023,0.71,1,113,9,STR-OPLI-19-002061
5.22E+17,Serviced apartment in Seattle · Studio · 1 bath,48005494,Zeus,Ballard,Adams,north,47.66646,-122.3765,Entire home/apt,81,30,2,4/10/2023,0.44,36,191,2,
17889172,Rental unit in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 bath,66909032,Randy,Other neighborhoods,Wallingford,north,47.6548,-122.34042,Entire home/apt,125,30,28,5/6/2023,0.38,4,307,4,STR-OPLI-19-000865
15917796,Home in Seattle · ★4.60 · Studio · 3 beds · 1 bath,38021932,Rocky,Capitol Hill,Montlake,central,47.64017,-122.32271,Entire home/apt,128,30,31,7/31/2022,0.38,1,316,2,STR-OPLI-19-003016
38328402,Guesthouse in Seattle · ★4.97 · 1 bedroom · 1 bed · 1 bath,6397518,Sean,Delridge,High Point,west,47.54646,-122.36559,Entire home/apt,148,3,86,5/29/2023,1.88,1,158,24,STR-OPLI-19-003229
7.15E+17,Condo in Seattle · ★4.94 · 1 bedroom · 1 bed · 1 bath,15476414,Kurt,Downtown,Pike-Market,central,47.60902513,-122.3388363,Entire home/apt,249,6,16,6/7/2023,1.85,1,9,16,STR-OPLI-22-001480
53232931,Townhouse in Seattle · ★4.98 · 2 bedrooms · 2 beds · 2 baths,23616276,Morgan,Central Area,Minor,central,47.60886,-122.31502,Entire home/apt,281,2,44,6/20/2023,2.44,1,261,36,STR-OPLI-21-001209
17433936,Rental unit in Seattle · ★4.98 · 1 bedroom · 1 bed · 1 shared bath,65959768,Em,Downtown,Belltown,central,47.6126,-122.3405,Shared room,50,30,56,12/7/2019,0.74,2,0,0,
8941768,Rental unit in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 bath,3022709,Laura,Queen Anne,East Queen Anne,central,47.63209,-122.34643,Entire home/apt,250,30,10,8/17/2019,0.11,2,0,0,
50511057,Townhouse in Seattle · ★4.91 · 2 bedrooms · 2 beds · 1 private bath,163261952,Viet,Beacon Hill,North Beacon Hill,south,47.5868,-122.30604,Private room,114,2,77,12/31/2022,3.4,2,1,29,
54318319,Townhouse in Seattle · ★4.95 · 1 bedroom · 1 bed · 1 private bath,113480449,Tram,Central Area,Mann,central,47.61431,-122.29872,Private room,68,2,57,4/9/2023,3.64,1,0,40,
7.07E+17,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,Downtown,Belltown,central,47.6156911,-122.3479268,Entire home/apt,209,31,0,,,398,0,0,
5.96E+17,Home in Seattle · ★5.0 · 4 bedrooms · 6 beds · 2.5 baths,3147600,Mellington,Capitol Hill,Stevens,central,47.6261,-122.30131,Entire home/apt,507,2,17,6/11/2023,1.34,3,303,16,STR-OPLI-22-000884
7.43E+17,Vacation home in Seattle · 6 bedrooms · 7 beds · 3.5 baths,477279461,Jen,Other neighborhoods,Fremont,north,47.66317,-122.3482,Entire home/apt,750,2,0,,,22,146,0,STR-OPLI-22-000515
6.45E+17,Rental unit in Seattle · ★4.33 · 1 bedroom · 1 bed · 1 bath,164917,Christina,Rainier Valley,Columbia City,south,47.55681,-122.28402,Entire home/apt,66,30,3,5/6/2023,0.27,1,142,3,
7.62E+17,Home in Seattle · Studio · 1 bed · 1 bath,379735904,Mimi,Cascade,Eastlake,central,47.64246,-122.32416,Private room,72,30,0,,,24,281,0,
7434103,Home in Seattle · ★4.89 · 1 bedroom · 1 bed · 1 private bath,13869873,Heather,Lake City,Cedar Park,north,47.72388,-122.28792,Private room,93,2,216,6/10/2023,2.24,1,152,44,
36135642,Guest suite in Seattle · ★4.90 · 1 bedroom · 1 bed · 1 bath,4856099,Melissa,Queen Anne,North Queen Anne,central,47.64313,-122.36934,Entire home/apt,150,2,50,6/10/2022,1.03,2,13,0,STR-OPLI-19-000678
7.54E+17,Home in Seattle · 1 bedroom · 1 bed · 1 bath,484899828,Amy,Capitol Hill,Stevens,central,47.62797,-122.29974,Private room,93,10,0,,,56,327,0,
21014515,Rental unit in Seattle · ★4.85 · 3 bedrooms · 4 beds · 2 baths,3792761,Kimberly,Queen Anne,West Queen Anne,central,47.63112,-122.36782,Entire home/apt,575,2,119,6/7/2023,1.7,2,312,28,STR-OPLI-19-001614
29594876,Guest suite in Seattle · ★4.75 · 2 bedrooms · 2 beds · 1 bath,53552204,Randy,University District,University District,north,47.66601,-122.3076,Entire home/apt,172,2,73,6/21/2023,1.3,6,123,25,STR-OPLI-21-001118
6.87E+17,casa particular in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 private bath,473541603,Judith Iliana,Rainier Valley,Dunlap,south,47.53131,-122.27315,Private room,65,7,9,5/19/2023,1.1,1,293,9,
36642294,Home in Seattle · ★4.80 · 2 bedrooms · 3 beds · 1 bath,54660,Dennis,Other neighborhoods,Crown Hill,north,47.70072,-122.37031,Entire home/apt,129,1,76,1/7/2023,1.79,4,303,28,STR-OPLI-19-001993
3689416,Condo in Seattle · ★4.63 · 1 bedroom · 1 bed · 1 private bath,6533205,Lauren,Other neighborhoods,Bitter Lake,north,47.72494,-122.35308,Private room,199,30,30,11/18/2021,0.28,2,89,0,
6.36E+17,Townhouse in Seattle · 2 bedrooms · 3 beds · 1 bath,390701076,Talya,Lake City,Cedar Park,north,47.71654,-122.29253,Entire home/apt,130,30,1,7/21/2022,0.09,2,343,1,
7.55E+17,Rental unit in Seattle · Studio · 2 beds · 1 bath,486668676,Adal,Rainier Valley,Dunlap,south,47.52157,-122.26451,Entire home/apt,70,30,0,,,1,158,0,
41217535,Home in Seattle · ★4.86 · 1 bedroom · 2 beds · 1 shared bath,145720154,Chima,Rainier Valley,Brighton,south,47.54003,-122.27492,Private room,87,1,7,12/1/2022,0.18,15,4,4,
17569942,Guest suite in Seattle · ★4.98 · 1 bedroom · 1 bed · 1 bath,113731151,Mike And Lori,West Seattle,Genesee,west,47.56614,-122.37526,Entire home/apt,122,2,180,6/18/2023,2.37,1,58,17,STR-OPLI-19-001933
47583248,Home in Seattle · ★4.86 · 2 bedrooms · 4 beds · 1 bath,204886779,Jennifer,Magnolia,Lawton Park,central,47.65659,-122.39312,Entire home/apt,162,2,43,6/5/2023,1.47,11,31,17,STR-OPLI-20-001146
8.02E+17,Home in Seattle · ★5.0 · 5 bedrooms · 5 beds · 2 baths,458295751,Emma,Central Area,Minor,central,47.61059213,-122.3064274,Entire home/apt,389,3,14,6/19/2023,2.88,11,101,14,STR-OPLI-23-000058
52086672,Home in Seattle · ★4.92 · 2 bedrooms · 2 beds · 1 bath,1247007,Alex,Lake City,Matthews Beach,north,47.71347,-122.29004,Entire home/apt,154,7,26,5/15/2023,1.31,3,279,18,STR-OPLI-21-000990
25427908,Home in Seattle · ★4.74 · 2 bedrooms · 2 beds · 2 baths,5269812,Rachel,Rainier Valley,Columbia City,south,47.55753,-122.2903,Entire home/apt,207,2,108,6/21/2023,1.77,2,62,20,STR-OPLI-19-002694
7.62E+17,Home in Seattle · Studio · 1 bed · 1 bath,190507384,Cherry,Capitol Hill,Portage Bay,central,47.64198,-122.32278,Private room,79,10,0,,,51,323,0,
53484133,Townhouse in Seattle · ★4.50 · 3 bedrooms · 3 beds · 2.5 baths,139011270,Lakshmi,Rainier Valley,Mount Baker,south,47.57272,-122.29341,Entire home/apt,125,3,4,8/7/2022,0.22,1,3,2,STR-OPLI-21-001253
7.62E+17,Home in Seattle · 1 bedroom · 1 bed · 1 bath,379735904,Mimi,Cascade,Eastlake,central,47.64236,-122.32493,Private room,69,10,0,,,24,284,0,
5.75E+17,Townhouse in Seattle · ★4.20 · 3 bedrooms · 3 beds · 2 baths,446539146,Vacasa Washington,Other neighborhoods,Georgetown,south,47.54281,-122.32012,Entire home/apt,191,2,10,6/11/2023,0.8,21,348,9,STR-OPLI-19-001887
42081811,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,Downtown,Pioneer Square,central,47.5978181,-122.3330053,Entire home/apt,152,31,1,11/10/2020,0.03,398,333,0,
14217071,Rental unit in Seattle · ★4.04 · 1 bedroom · 2 beds · 1 bath,3074414,Melissa,University District,University District,north,47.6584,-122.31743,Entire home/apt,128,30,23,9/18/2022,0.28,118,160,8,STR-OPLI-19-002570
20474868,Home in Seattle · 3 bedrooms · 4 beds · 3 baths,5961811,Thaddaeus,Other neighborhoods,Ravenna,north,47.6781,-122.30533,Entire home/apt,446,10,1,11/28/2022,0.14,2,0,1,STR-OPLI-21-000625
9098494,Townhouse in Seattle · ★4.73 · 3 bedrooms · 2 beds · 2.5 baths,3712110,Sheeba,West Seattle,Genesee,west,47.56479,-122.38799,Entire home/apt,125,30,53,11/14/2022,0.57,1,0,2,STR-OPLI-19-000253
21886733,Home in Seattle · ★4.33 · 4 bedrooms · 4 beds · 4 baths,73484597,Lee,Rainier Valley,Brighton,south,47.53362,-122.2772,Private room,800,1,6,7/17/2022,0.12,15,275,1,STR-OPLI-19-001223
6.39E+17,Home in Seattle · 1 bedroom · 2 beds · 1 shared bath,145720154,Chima,Rainier Valley,Mount Baker,south,47.56869,-122.28552,Private room,99,1,1,8/3/2022,0.09,15,0,1,
50709546,Rental unit in Seattle · ★4.95 · 1 bedroom · 1 bed · 1 bath,3313235,Leslie,Beacon Hill,North Beacon Hill,south,47.58518,-122.31723,Entire home/apt,130,20,19,5/2/2023,0.8,2,2,10,STR-OPLI-19-001128
50941340,Guest suite in Seattle · ★4.75 · 1 bedroom · 2 beds · 1 bath,44949379,Keith And Audrey,Rainier Valley,Dunlap,south,47.52979,-122.2791,Entire home/apt,91,1,73,11/17/2022,3.15,1,0,35,STR-OPLI-19-002452
6.68E+17,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,263502162,Landing,Queen Anne,Lower Queen Anne,central,47.62245,-122.35863,Entire home/apt,85,30,0,,,97,0,0,
6.10E+17,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,263502162,Landing,Queen Anne,Lower Queen Anne,central,47.62255,-122.35948,Entire home/apt,85,30,0,,,97,0,0,
6.30E+17,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,263502162,Landing,Downtown,Pioneer Square,central,47.59743,-122.33086,Entire home/apt,128,30,0,,,97,0,0,
6.34E+17,Townhouse in Seattle · 2 bedrooms · 2 beds · 1.5 baths,20439734,Sarah,Ballard,Loyal Heights,north,47.67978,-122.37678,Entire home/apt,300,3,2,7/10/2022,0.17,2,0,2,STR-OPLI-22-000853
8.02E+17,Home in Seattle · ★4.67 · 1 bedroom · 1 bed · 2 shared baths,484451588,Julia,University District,University District,north,47.66289552,-122.3115051,Private room,31,1,3,2/6/2023,0.57,6,0,3,
33224279,Home in Seattle · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,15502197,Kimberley,Central Area,Minor,central,47.6035,-122.31331,Private room,123,1,15,5/18/2023,0.3,12,89,6,
31562982,Rental unit in Seattle · ★4.96 · 1 bedroom · 2 beds · 1 bath,236572187,Karen,Queen Anne,East Queen Anne,central,47.62905636,-122.3447985,Entire home/apt,189,3,117,6/6/2023,2.2,3,51,23,STR-OPLI-19-001296
35522201,Rental unit in Seattle · ★4.28 · 2 bedrooms · 3 beds · 1 bath,79402947,The Turtle House,Other neighborhoods,Green Lake,north,47.67904,-122.32385,Entire home/apt,164,30,18,3/27/2023,0.38,1,327,2,STR-OPLI-22-776428
5.50E+17,Rental unit in Seattle · ★4.50 · 2 bedrooms · 2 beds · 1 bath,3074414,Melissa,Other neighborhoods,Fremont,north,47.65521,-122.34573,Entire home/apt,165,30,12,9/25/2022,0.83,118,124,8,STR-OPLI-19-000157
19989622,Rental unit in Seattle · Studio · 1 bed · 1 bath,3074414,Melissa,University District,University District,north,47.66491,-122.31343,Entire home/apt,131,30,1,6/11/2018,0.02,118,89,0,
41483141,Townhouse in Seattle · ★4.50 · 2 bedrooms · 2 beds · 2 baths,177435971,Jianhua,Capitol Hill,Broadway,central,47.62539,-122.32041,Entire home/apt,237,1,4,6/19/2023,2.55,2,347,4,STR-OPLI-23-000401
9.18E+17,Home in Seattle · ★New · 1 bedroom · 1 bed · 1 bath,141688566,Mt. Baker Home,Rainier Valley,Mount Baker,south,47.58349,-122.29634,Private room,104,1,0,,,4,361,0,str-opli-19-002899
7.54E+17,Serviced apartment in Seattle · 1 bedroom · 1 bed · 1 bath,484899828,Amy,Cascade,Eastlake,central,47.64072,-122.32331,Private room,72,30,1,2/28/2023,0.25,56,324,1,
8.23E+17,Rental unit in Seattle · ★4.94 · Studio · 1 bed · 1 bath,58098050,Arjan,Capitol Hill,Broadway,central,47.61717676,-122.3162027,Entire home/apt,165,2,17,6/13/2023,4.68,2,297,17,STR-OPLI-23-000270
8.36E+17,Condo in Seattle · 1 bedroom · 1 bed · 1 bath,18062498,Sarah,Capitol Hill,Broadway,central,47.62368644,-122.3285689,Entire home/apt,101,30,0,,,1,110,0,
7.35E+17,Home in Seattle · ★4.77 · 2 bedrooms · 2 beds · 1 bath,265932157,Malya,Beacon Hill,North Beacon Hill,south,47.58246,-122.30466,Entire home/apt,138,2,53,6/18/2023,6.68,1,23,53,STR-OPLI-22-001037
7.60E+17,Townhouse in Seattle · ★4.83 · 2 bedrooms · 3 beds · 2.5 baths,65158746,Bryan,West Seattle,Fairmount Park,west,47.55864,-122.38156,Entire home/apt,181,2,12,4/24/2023,2.01,7,102,12,STR-OPLI-22-001835
6.43E+17,Rental unit in Seattle · 2 bedrooms · 2 beds · 2 baths,263502162,Landing,Downtown,Pioneer Square,central,47.59826,-122.33387,Entire home/apt,362,30,0,,,97,4,0,
6.85E+17,Villa in Seattle · ★5.0 · 3 bedrooms · 2 beds · 2 baths,92857645,Ivo,Queen Anne,Lower Queen Anne,central,47.6275425,-122.3504054,Entire home/apt,350,3,8,1/23/2023,1.04,1,106,8,STR-OPLI-22-001363
5680462,Home in Seattle · ★4.93 · 6 bedrooms · 12 beds · 3.5 baths,22372266,Sarah,Queen Anne,West Queen Anne,central,47.63812,-122.36558,Entire home/apt,1028,3,122,4/28/2023,1.25,1,106,10,STR-OPLI-20-001238
23523959,Rental unit in Seattle · ★4.11 · Studio · 4 beds · 1 bath,3074414,Melissa,University District,University District,north,47.66298,-122.31444,Entire home/apt,126,30,9,8/21/2022,0.39,118,156,1,STR-OPLI-19-002641
4892357,Home in Seattle · ★4.33 · 1 bedroom · 1 bed · 1 bath,149902,Robert,Central Area,Madrona,central,47.61752,-122.2934,Entire home/apt,71,31,6,10/1/2022,0.06,1,138,1,
5.65E+17,Guesthouse in Seattle · ★4.89 · 2 bedrooms · 3 beds · 1 bath,11640857,Kristi,Other neighborhoods,Greenwood,north,47.68535,-122.34769,Entire home/apt,255,3,38,6/19/2023,2.43,2,55,31,STR-OPLI-19-001159
53242934,Home in Seattle · ★4.93 · 3 bedrooms · 3 beds · 2 baths,78200046,Rachel,Central Area,Madrona,central,47.61652,-122.29444,Entire home/apt,192,2,15,5/29/2023,0.9,2,11,11,STR-OPLI-22-000061
53015126,Home in Seattle · ★4.91 · 4 bedrooms · 5 beds · 2 baths,429183738,Daniel,Queen Anne,North Queen Anne,central,47.647995,-122.3562241,Entire home/apt,375,2,23,6/4/2023,1.2,2,208,15,STR-OPLI-19-003273
8.63E+17,Home in Seattle · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,477279461,Jen,Other neighborhoods,Fremont,north,47.66310176,-122.3479628,Private room,52,2,5,5/16/2023,1.95,22,3,5,
7.22E+17,Guest suite in Seattle · ★4.35 · 1 bedroom · 3 beds · 1 bath,432619069,Guadalupe,Other neighborhoods,Wallingford,north,47.65632,-122.33974,Entire home/apt,153,1,17,6/13/2023,1.96,1,128,17,STR-OPLI-21-001317
5.98E+17,Rental unit in Seattle · ★4.69 · 2 bedrooms · 3 beds · 1 bath,449870098,Jennifer,Other neighborhoods,Phinney Ridge,north,47.68165,-122.35981,Entire home/apt,177,1,26,5/27/2023,1.86,1,96,22,STR-OPLI-19-003055
22106598,Townhouse in Seattle · ★4.67 · 3 bedrooms · 4 beds · 3.5 baths,3521745,Alex,Central Area,Leschi,central,47.59351,-122.2959,Entire home/apt,180,30,3,2/19/2023,0.15,1,302,1,STR-OPLI-19-002823
46551469,Condo in Seattle · ★4.96 · 1 bedroom · 2 beds · 1 bath,86157147,Lyle,Downtown,Belltown,central,47.61847,-122.3458,Entire home/apt,178,3,111,6/9/2023,3.86,18,29,39,STR-OPLI-20-001187
8.02E+17,Home in Seattle · 1 bedroom · 1 bed · 1 shared bath,87628993,Kunaal,Northgate,North College Park,north,47.70250502,-122.3427264,Private room,75,30,0,,,18,73,0,
8.89E+17,Home in Seattle · ★New · 1 bedroom · 1 bed · 1 bath,36752271,Samantha,Rainier Valley,Rainier Beach,south,47.51049,-122.24104,Private room,34,32,0,,,2,338,0,
20948220,Rental unit in Seattle · ★4.97 · 1 bedroom · 1 bed · 1 bath,2013576,Lee,Other neighborhoods,Georgetown,south,47.54584,-122.32021,Entire home/apt,149,2,449,6/22/2023,6.39,5,307,126,STR-OPLI-19-002144
6.64E+17,Rental unit in Seattle · ★4.55 · 2 bedrooms · 2 beds · 1.5 baths,487344448,Ricardo,West Seattle,Alki,west,47.56996,-122.40915,Entire home/apt,136,2,53,6/15/2023,4.54,16,3,53,STR-OPLI-22-000263
51329351,Townhouse in Seattle · ★4.98 · 1 bedroom · 1 bed · 1 private bath,415709037,Quang,Magnolia,Lawton Park,central,47.65998,-122.40072,Private room,119,2,44,5/29/2023,1.92,1,62,18,
8.69E+17,Home in Seattle · ★New · 1 bedroom · 1 bed · 1 shared bath,23883938,Chaesun,Other neighborhoods,Green Lake,north,47.6872628,-122.3366822,Private room,99,1,1,5/8/2023,0.63,4,222,1,
36111871,Boutique hotel in Seattle · ★5.0 · 1 bedroom · 3 beds · 1 private bath,270104354,The Maxwell Hotel,Queen Anne,Lower Queen Anne,central,47.62566,-122.35085,Private room,175,1,7,10/17/2022,0.21,7,0,2,Exempt
7.88E+17,Home in Seattle · 2 bedrooms · 2 beds · 1 bath,7435040,Vacation Rental LLC,Northgate,Haller Lake,north,47.7226,-122.33556,Entire home/apt,153,1,1,5/31/2023,1,17,287,1,STR-OPLI-19-003321
27107417,Home in Seattle · ★5.0 · 6 bedrooms · 7 beds · 4 baths,111772553,Hellen,Other neighborhoods,Ravenna,north,47.67579,-122.31122,Entire home/apt,499,30,9,8/19/2022,0.17,3,339,1,STR-OPLI-19-002446
6.74E+17,Guest suite in Seattle · ★5.0 · 2 bedrooms · 4 beds · 1 bath,3355821,Iris,Lake City,Matthews Beach,north,47.70398,-122.27684,Entire home/apt,133,2,18,6/19/2023,1.76,1,177,18,STR-OPLI-21-001229
24734607,Guest suite in Seattle · ★4.53 · 1 bedroom · 1 bed · 1 bath,7060991,Alice,Magnolia,Lawton Park,central,47.65965,-122.39972,Entire home/apt,77,30,57,2/1/2023,0.95,2,311,4,7003/600027669-001-0001
7.83E+17,Home in Seattle · ★4.88 · 2 bedrooms · 2 beds · 2.5 baths,384183408,Kyle,West Seattle,Alki,west,47.5861604,-122.3971887,Entire home/apt,340,2,17,5/29/2023,3.17,2,311,17,STR-OPLI-22-001996
35915436,Cottage in Seattle · ★4.99 · 2 bedrooms · 2 beds · 2 baths,270147913,Cj,Other neighborhoods,Green Lake,north,47.67061,-122.33851,Entire home/apt,239,3,182,6/23/2023,3.83,1,10,51,STR-OPLI-19-000666
50417172,Home in Seattle · ★5.0 · 2 bedrooms · 3 beds · 1 bath,1012040,Andrea,Seward Park,Seward Park,south,47.55463,-122.26679,Entire home/apt,250,5,3,8/19/2022,0.21,1,28,2,STR-OPLI-22-000577
5.52E+17,Home in Seattle · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,125158710,Mingxia,University District,University District,north,47.67223,-122.31894,Private room,54,2,36,6/18/2023,2.15,7,302,32,
132120,Rental unit in Seattle · ★4.68 · 1 bedroom · 1 bed · 1 bath,378445,Ralph,Other neighborhoods,Wallingford,north,47.66938,-122.33516,Entire home/apt,75,30,126,8/3/2020,0.86,1,175,0,STR-OPLI-19-001229
2693700,Guest suite in Seattle · ★4.92 · Studio · 1 bed · 1 bath,13786376,Manuela,Other neighborhoods,Fremont,north,47.65456,-122.3594,Entire home/apt,154,2,561,6/10/2023,5.09,1,270,72,STR-OPLI-19-001716
8.72E+17,Home in Seattle · ★New · 6 bedrooms · 6 beds · 3 baths,510522525,Sherry,Beacon Hill,South Beacon Hill,south,47.5358852,-122.288879,Entire home/apt,377,2,1,6/19/2023,1,7,263,1,STR-OPLI-22-000704
5.44E+17,Home in Seattle · 5 bedrooms · 6 beds · 3.5 baths,75299872,Courtney,Central Area,Leschi,central,47.60527,-122.28329,Entire home/apt,1400,30,0,,,1,163,0,
6.87E+17,Home in Seattle · ★4.86 · 3 bedrooms · 5 beds · 2 baths,15740459,Kenny,Central Area,Leschi,central,47.59680958,-122.2907586,Entire home/apt,241,1,23,6/22/2023,2.57,2,0,23,STR-OPLI-19-000481
23676152,Home in Seattle · ★4.83 · 3 bedrooms · 5 beds · 1.5 baths,22840181,Samantha,Other neighborhoods,Wallingford,north,47.6542,-122.33876,Entire home/apt,179,2,70,6/19/2023,1.1,3,76,25,STR-OPLI-19-002169
53357797,Guesthouse in Seattle · ★5.0 · 1 bedroom · 2 beds · 1 bath,9954433,Alex & Natalie,West Seattle,Seaview,west,47.55738,-122.39464,Entire home/apt,198,5,39,6/14/2023,3.33,1,129,39,STR-OPLI-22-001142
54151911,Home in Seattle · ★4.89 · 1 bedroom · 1 bed · 1 bath,439023898,Kim,Ballard,Loyal Heights,north,47.67788,-122.38992,Entire home/apt,126,2,46,6/22/2023,3.17,1,308,35,STR-OPLI-22-000615
41687014,Guesthouse in Seattle · Studio · 1 bed · 1 bath,208594257,Mark,Other neighborhoods,Greenwood,north,47.68529,-122.34753,Entire home/apt,140,30,1,3/1/2020,0.02,2,112,0,
8.48E+17,Home in Seattle · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,180618307,Alan,Delridge,North Delridge,west,47.56668,-122.36214,Entire home/apt,130,2,9,6/19/2023,3.86,2,133,9,STR-OPLI-23-000334
8.49E+17,Home in Seattle · ★4.80 · 3 bedrooms · 3 beds · 2 baths,20041587,Jacob And Jackie,Ballard,Adams,north,47.67431,-122.38641,Entire home/apt,276,2,10,6/12/2023,4,2,80,10,STR-OPLI-23-000253
7.41E+17,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,263502162,Landing,Queen Anne,Lower Queen Anne,central,47.62454,-122.34826,Entire home/apt,166,30,0,,,97,329,0,
20666810,Home in Seattle · ★5.0 · 3 bedrooms · 3 beds · 2 baths,14107195,Jean-Sébastien,Other neighborhoods,Fremont,north,47.65597,-122.35122,Entire home/apt,540,3,11,6/23/2023,0.16,4,45,4,STR-OPLI-19-001250
23787402,Home in Seattle · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,42532112,Wendy,Central Area,Minor,central,47.61115,-122.31332,Private room,88,19,3,9/13/2022,0.08,2,305,1,
1114695,Home in Seattle · ★4.79 · 3 bedrooms · 1 bed · 2.5 baths,165390,SeattleStays - Seth Gordon,Other neighborhoods,Wallingford,north,47.66215,-122.33879,Entire home/apt,468,5,79,1/30/2023,0.65,4,133,4,STR-OPLI-19-001606
16000287,Rental unit in Seattle · ★4.60 · 2 bedrooms · 3 beds · 1 bath,1548003,Michael,Capitol Hill,Stevens,central,47.61823,-122.30891,Entire home/apt,170,2,245,6/19/2023,3.12,4,293,38,STR-OPLI-19-002906
6.80E+17,Condo in Seattle · ★4.62 · 1 bedroom · 1 bed · 1 bath,11715008,Jeff,Downtown,First Hill,central,47.61304,-122.32898,Entire home/apt,162,1,60,6/18/2023,7,5,302,60,STR-OPLI-19-002295
44197192,Rental unit in Seattle · ★4.58 · 1 bedroom · 1 bath,32689598,Lori,Capitol Hill,Broadway,central,47.62176,-122.32555,Entire home/apt,200,30,12,5/31/2023,0.35,2,302,3,
6.41E+17,Home in Seattle · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,104834083,Vacasa Washington,Other neighborhoods,Wallingford,north,47.6636408,-122.3413708,Entire home/apt,336,2,5,9/15/2022,0.42,52,357,5,STR-OPLI-22-000832
49452065,Home in Seattle · 2 bedrooms · 2 beds · 1 bath,6264662,Crystal,Other neighborhoods,Fremont,north,47.65597287,-122.3469078,Entire home/apt,117,7,0,,,1,123,0,STR-OPLI-23-000544
49552731,Home in Seattle · ★4.94 · 1 bedroom · 2 beds · 1 private bath,399759096,Andrew,Central Area,Minor,central,47.6087,-122.30902,Private room,87,1,145,5/31/2023,5.59,4,5,50,
34976744,Home in Seattle · ★4.76 · 2 bedrooms · 2 beds · 2.5 baths,212826084,Vacasa Washington,Other neighborhoods,Fremont,north,47.66085,-122.34491,Entire home/apt,282,2,17,12/30/2021,0.35,2,365,0,STR-OPLI-23-000694
10773688,Townhouse in Seattle · ★4.81 · 3 bedrooms · 3 beds · 2.5 baths,22764472,Krystal,Beacon Hill,North Beacon Hill,south,47.58762,-122.31519,Entire home/apt,299,2,176,6/22/2023,1.98,1,289,26,STR-OPLI-19-000221
17658016,Home in Seattle · ★5.0 · 2 bedrooms · 3 beds · 2 baths,72574170,Michael,Capitol Hill,Broadway,central,47.62459,-122.31957,Entire home/apt,365,2,359,6/17/2023,4.72,1,166,71,STR-OPLI-19-000777
8.40E+17,Home in Seattle · ★5.0 · 2 bedrooms · 2 beds · 2 baths,10788892,Peter,Central Area,Atlantic,central,47.59753322,-122.3094768,Entire home/apt,213,2,5,6/3/2023,1.69,1,273,5,STR-OPLI-22-001112
5.43E+17,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,Capitol Hill,Broadway,central,47.6148399,-122.3241666,Entire home/apt,158,31,1,3/7/2022,0.06,398,327,0,
16873284,Loft in Seattle · ★4.93 · 2 bedrooms · 3 beds · 1 bath,49728425,Hobie,Other neighborhoods,Industrial District,south,47.5943,-122.32573,Entire home/apt,350,180,105,8/26/2019,1.37,1,179,0,
51812391,Rental unit in Seattle · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,Cascade,South Lake Union,central,47.623719,-122.3359958,Entire home/apt,207,31,0,,,398,315,0,
6.46E+17,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,Cascade,South Lake Union,central,47.6201637,-122.3329756,Entire home/apt,132,31,0,,,398,315,0,
47844989,Guesthouse in Seattle · ★4.57 · Studio · 1 bed · 1 bath,385633049,Vijya,Capitol Hill,Broadway,central,47.62593,-122.31946,Entire home/apt,82,30,30,3/19/2023,1.04,1,83,4,STR-OPLI-01-014088
13030215,Rental unit in Seattle · ★4.98 · 1 bedroom · 1 bed · 1 bath,32861554,Nancy,Capitol Hill,Broadway,central,47.62438,-122.31316,Entire home/apt,150,3,83,9/7/2022,0.97,1,15,10,STR-OPLI-21-000192
11619498,Rental unit in Seattle · ★4.85 · 1 bedroom · 1 bed · 1 bath,10013531,Cate,Capitol Hill,Broadway,central,47.62294,-122.31655,Entire home/apt,145,30,153,5/17/2023,1.76,5,227,2,
